domain,type,original_reference
*verified-team.online,phishing,private
*youraccountisloked.com,phishing,private
*ziraatbankasicep.com,phishing,private
*ziraatbankinc.com,phishing,private
*ziraat-bilgiyarismasi.com,phishing,private
*avecgestaoempresa.com,phishing,phishtank.com
*bcpmovil.peruzonasegura.ml,phishing,phishtank.com
*c0act425.caspio.com,phishing,phishtank.com
*cartetitolari.mps.it.mewdoku.com,phishing,phishtank.com
*cpplexports.com,phishing,phishtank.com
*peruzonasegura.ml,phishing,phishtank.com
*ssxxtwqq.wufoo.com,phishing,phishtank.com
*tornlundbygg.se,phishing,phishtank.com
*zonasegura1-bn.peruzonasegura.ml,phishing,phishtank.com
*abundantliferesources.in,phishing,spamhaus.org
*antiga.cinemaencurs.org,malware,spamhaus.org
*firstchoice.co.tz,phishing,spamhaus.org
*g-dent.ru,malware,spamhaus.org
*herttannarit.com,suspicious,spamhaus.org
*login-account.information-confirmed.work,phishing,spamhaus.org
*pcs4u.com.au,phishing,spamhaus.org
*zxciuniqhweizsds.com,phishing,spamhaus.org
*finalopsion.id,phishing,openphish.com
*fndemolitiongroup.com,phishing,openphish.com
*harshim.tk,phishing,openphish.com
*bagtut.ru,emotet,private
*apotheosisconsulting.com,emotet,private
*alyans-gk.ru,emotet,private
*montealegre.es,emotet,private
*cleverlearncebu.com,emotet,private
*inversionesforlesa.com.co,emotet,private
*amatikulu.info,emotet,private
*www.dutadharma.co.id,emotet,private
*sgpes.trt11.jus.br,emotet,private
*blog.opeconsultores.es,emotet,private
*www.liganews.gr,emotet,private
*www.wakadoo.dk,emotet,private
*pokojeutosi.com.pl,emotet,private
*saloon26.ru,emotet,private
*branchesponteland.co.uk,emotet,private
*tunasmentaribasket.com,emotet,private
*www.northamptonshirecracklingcompany.co.uk,emotet,private
*ofcounselnigeria.com,emotet,private
*www.xmsjlm.com,emotet,private
*dutadharma.co.id,emotet,private
*hram-marii-magdaliny.ru,emotet,private
*bigtime-xl.com,emotet,private
*souz-rti.ru,emotet,private
*gt-mywyty186338.codeanyapp.com,phishing,phishtank.com
*33jjtmkd6j.ivertiipolska.com.pl,phishing,openphish.com
*501c3merchantservices.com,phishing,openphish.com
*6derbyshire.review,phishing,openphish.com
*advance.imperdible.cl,phishing,openphish.com
*afmtechnosciences.com.ng,phishing,openphish.com
*agenciacride.com.br,phishing,openphish.com
*agentsforum.net,phishing,openphish.com
*aguccistudio.ca,phishing,openphish.com
*ahd287ny23cn2ync82ncfj.768x3y47xym347ymc49c.date,phishing,openphish.com
*ahorroencasalibrededeudas.com,phishing,openphish.com
*aliexpressbot.ru,phishing,openphish.com
*alpineluxurylimo.com,phishing,openphish.com
*alternativestreams.org,phishing,openphish.com
*amaacc67.beget.tech,phishing,openphish.com
*amazon.de.fast-click05.com,phishing,openphish.com
*amazon.de.neueagb.com,phishing,openphish.com
*amazon.de.neue-agbs.com,phishing,openphish.com
*ameli-assurance.bphotos.ca,phishing,openphish.com
*americanfriendsofreuth.org,phishing,openphish.com
*anisahijabcoid.masterweb.id,phishing,openphish.com
*app-epicgamespaypl3218321.com,phishing,openphish.com
*app-payplepicgamespaypl3218321.com,phishing,openphish.com
*app-payplepicgamespaypl412312.com,phishing,openphish.com
*app-payplepicgamespaypl51231.com,phishing,openphish.com
*app-payplepicgamespaypl6331.com,phishing,openphish.com
*armoredcarusa.com,phishing,openphish.com
*artwatchghana.org,phishing,openphish.com
*asfalt-bud.com.ua,phishing,openphish.com
*asfsdf.ivertiipolska.com.pl,phishing,openphish.com
*ashokaenterprises.co,phishing,openphish.com
*askgilbertmedina.com,phishing,openphish.com
*atendim248.sslblindado.com,phishing,openphish.com
*atomstutor.com,phishing,openphish.com
*attdr.net,phishing,openphish.com
*atualizar-cliente.ml,phishing,openphish.com
*audacitytobeyou.com,phishing,openphish.com
*ausweb1.streamline-servers.com,phishing,openphish.com
*autobodiparts.com,phishing,openphish.com
*automation.service.euro-system-security.info,phishing,openphish.com
*autosknowledge.com,phishing,openphish.com
*avalonnw.com,phishing,openphish.com
*baloltd.000webhostapp.com,phishing,openphish.com
*bankofamerican-online-access.ga,phishing,openphish.com
*bankofamerica-online-access.ga,phishing,openphish.com
*bankofworld.net,phishing,openphish.com
*bartechsystems.ca,phishing,openphish.com
*bchydroservice.com,phishing,openphish.com
*bdaffiliates.co,phishing,openphish.com
*bdbrandsale.com,phishing,openphish.com
*beautifulbeneathgh.com,phishing,openphish.com
*becomingsara.com,phishing,openphish.com
*bellalingerieriopreto.com.br,phishing,openphish.com
*bellevuemanorafh.victorpopa.com,phishing,openphish.com
*beltbonusandreview.com,phishing,openphish.com
*bengaluru.rent,phishing,openphish.com
*bessiesim.club,phishing,openphish.com
*binaryonlinewealth.com,phishing,openphish.com
*binaryoptionsmaximizer.com,phishing,openphish.com
*bipinshrestha.com,phishing,openphish.com
*bk-sirius.kiev.ua,phishing,openphish.com
*blog.berniagabagus.com,phishing,openphish.com
*bnzona-websegura.com,phishing,openphish.com
*californiaroaddream.com,phishing,openphish.com
*cancellationpayment-transaction.com,phishing,openphish.com
*cancelorder-fraudattetions.app-ngetodwoitood91928612.com,phishing,openphish.com
*capital-one.com.checking.accounts.insidmaldesign.com,phishing,openphish.com
*carpetcleaninginadelaide.net.au,phishing,openphish.com
*casadeyagil.com,phishing,openphish.com
*ccola353.000webhostapp.com,phishing,openphish.com
*cgi3bayulogisujns8.altervista.org,phishing,openphish.com
*chattysnaps.com,phishing,openphish.com
*cielofidelidade.16mb.com,phishing,openphish.com
*cielopromocao.16mb.com,phishing,openphish.com
*cielopromocoes.hol.es,phishing,openphish.com
*clickprintnv.com,phishing,openphish.com
*client.spalot.com,phishing,openphish.com
*clinicombiosolution.com,phishing,openphish.com
*cntrlpge.heliohost.org,phishing,openphish.com
*comiculture.com,phishing,openphish.com
*commonwealthcpr.com,phishing,openphish.com
*confrim-pages-recovery.ml,phishing,openphish.com
*connectievastleggen.nl,phishing,openphish.com
*consultoriaemestetica.com.br,phishing,openphish.com
*continue-to-notification-facebook.com.maleeltd.com,phishing,openphish.com
*copybinaryprofits.com,phishing,openphish.com
*designstages.com.sa,phishing,openphish.com
*dev2.bullseyesaloon.com,phishing,openphish.com
*digitalbankingfirstcitizens.net,phishing,openphish.com
*digitalbankingfirst.net,phishing,openphish.com
*donnygilliland.com,phishing,openphish.com
*donsmhrippgquosm.myjino.ru,phishing,openphish.com
*donusenkobi.com,phishing,openphish.com
*doublewq.com,phishing,openphish.com
*dovetailmedia.biz,phishing,openphish.com
*d-vinesolutions.co.za,phishing,openphish.com
*dzenastrology.com,phishing,openphish.com
*elena-99.ru,phishing,openphish.com
*elijahpies.com.sg,phishing,openphish.com
*elimagvellore.org,phishing,openphish.com
*elitecardecor.com,phishing,openphish.com
*elreefgrain.com,phishing,openphish.com
*eltawhiedsoft.com,phishing,openphish.com
*ernationwide.com,phishing,openphish.com
*espiralpublicidad.cl,phishing,openphish.com
*etamarketplace.com,phishing,openphish.com
*e-varnava.ru,phishing,openphish.com
*fbsafetyunblock.000webhostapp.com,phishing,openphish.com
*feltsz.mystagingwebsite.com,phishing,openphish.com
*feuerwehr-st-agatha.at,phishing,openphish.com
*file-transfer.biz,phishing,openphish.com
*fix-canada.ga,phishing,openphish.com
*fmgpakistan.com,phishing,openphish.com
*fmpride.com,phishing,openphish.com
*fortyna-plus.ru,phishing,openphish.com
*fre18.000webhostapp.com,phishing,openphish.com
*freemobilefacturation.000webhostapp.com,phishing,openphish.com
*freshmoneyy.com,phishing,openphish.com
*global-entropy.com,phishing,openphish.com
*goldcoastkidsguitarclub.com.au,phishing,openphish.com
*goldirainvesting.info,phishing,openphish.com
*googledrive7.org,phishing,openphish.com
*gottawatchit.com,phishing,openphish.com
*harshadthakkar.bid,phishing,openphish.com
*hawaiianbodywork.com.au,phishing,openphish.com
*help-upp.000webhostapp.com,phishing,openphish.com
*hfghgfh.5gbfree.com,phishing,openphish.com
*himelsatellitecable.com,phishing,openphish.com
*home-ipaypal.com,phishing,openphish.com
*homeway.altervista.org,phishing,openphish.com
*hoomancode.com,phishing,openphish.com
*howanisian.com,phishing,openphish.com
*hspg-serang.com,phishing,openphish.com
*icgauth-bhapa.fr,phishing,openphish.com
*iexploremalaysia.com,phishing,openphish.com
*impots-gouv-cfpartm.com,phishing,openphish.com
*impotsn2.beget.tech,phishing,openphish.com
*info154472001339110f.000webhostapp.com,phishing,openphish.com
*informatiecirculatie.com,phishing,openphish.com
*infoterkini777.hol.es,phishing,openphish.com
*interac.toront-hydro.com,phishing,openphish.com
*internetwealthmagic.com,phishing,openphish.com
*intranetimir.de,phishing,openphish.com
*inv-compte-assurecle.prodmsminf.com,phishing,openphish.com
*inwesternmusic.com,phishing,openphish.com
*irs.gov.customgolfonline.com,phishing,openphish.com
*itech.com.pk,phishing,openphish.com
*item-48172274289.co.uk,phishing,openphish.com
*j831220.myjino.ru,phishing,openphish.com
*j831675.myjino.ru,phishing,openphish.com
*jailanta-asli.com,phishing,openphish.com
*jamespatrickgibson.net,phishing,openphish.com
*jantoniocerrajeria.es,phishing,openphish.com
*jjthornton.com,phishing,openphish.com
*jocecabeleireiros.com.br,phishing,openphish.com
*jtoutfitters.com,phishing,openphish.com
*judijenkins.me,phishing,openphish.com
*kadiyles.ru,phishing,openphish.com
*kafemayachok.ru,phishing,openphish.com
*kamcoia.net,phishing,openphish.com
*kamiligroup.co.ke,phishing,openphish.com
*kantong-ajaib.com,phishing,openphish.com
*kebavkbeev.com,phishing,openphish.com
*klaumonforma.com.br,phishing,openphish.com
*klframeshop.com,phishing,openphish.com
*komornikgliwice.eu,phishing,openphish.com
*kosmosbrands.com,phishing,openphish.com
*krdocs.com,phishing,openphish.com
*ks2rescue.co.uk,phishing,openphish.com
*laboratoriodiagnose.com,phishing,openphish.com
*laquincaillerieduweb.com,phishing,openphish.com
*laslatta.com.ar,phishing,openphish.com
*laurenwainwright.ca,phishing,openphish.com
*lenamasterica.ru,phishing,openphish.com
*lereveresidence.com.br,phishing,openphish.com
*lloydbnk-uk.com,phishing,openphish.com
*localupline.fr,phishing,openphish.com
*loki-business-gathering.tk,phishing,openphish.com
*mabanque-bnparibas-fr.info,phishing,openphish.com
*malampanjang88.000webhostapp.com,phishing,openphish.com
*malianury-grafiti.com,phishing,openphish.com
*mananats.beget.tech,phishing,openphish.com
*mapena.ac.id,phishing,openphish.com
*marian1399.myjino.ru,phishing,openphish.com
*marinesurveyorindonesia.com,phishing,openphish.com
*masteeww.cf,phishing,openphish.com
*matichaix.net,phishing,openphish.com
*mediacolor-transfer.de,phishing,openphish.com
*merchantclubusa.com,phishing,openphish.com
*metaaltechnieksomeren.nl,phishing,openphish.com
*mobile.free.fr.moncompte.freemodg.beget.tech,phishing,openphish.com
*mob-overcharge.com,phishing,openphish.com
*mydocumentscontents123.info,phishing,openphish.com
*mysharepoint.com.viewdocumentdatatdocs.steretailing.com,phishing,openphish.com
*mysqatendimentov3.uni5.net,phishing,openphish.com
*nectelephoneengineer.com,phishing,openphish.com
*nextmarket.xyz,phishing,openphish.com
*ni1533681-1.web13.nitrado.hosting,phishing,openphish.com
*ni1533690-1.web05.nitrado.hosting,phishing,openphish.com
*ni1533708-1.web20.nitrado.hosting,phishing,openphish.com
*nolificition-sign.000webhostapp.com,phishing,openphish.com
*notice-pages-ads.com,phishing,openphish.com
*nuevaesperanza.edu.ar,phishing,openphish.com
*obzvon.vsmilenko.com,phishing,openphish.com
*officescripts.com,phishing,openphish.com
*orangefacture.maitrepx.beget.tech,phishing,openphish.com
*pages-dabong.000webhostapp.com,phishing,openphish.com
*pages-help-scrty.000webhostapp.com,phishing,openphish.com
*pages-launch.000webhostapp.com,phishing,openphish.com
*paginaweben3horas.com,phishing,openphish.com
*panelmsg.top-event.men,phishing,openphish.com
*partyrockopen.com,phishing,openphish.com
*pavypal.com.privacypolicy.supportaccount.update.sevice-loginpage.v7sb5.org,phishing,openphish.com
*paypal.bakesbangpol.kedirikab.go.id,phishing,openphish.com
*paypal.com.websapss109851.disputesecureaccount.cf,phishing,openphish.com
*pharmgirlsalazhar.edu.eg,phishing,openphish.com
*phoenix-corporate.com,phishing,openphish.com
*photosynthesis.sg,phishing,openphish.com
*pishgaman.sahraco.com,phishing,openphish.com
*pji-supplyenterprises.com,phishing,openphish.com
*pure-virility.com,phishing,openphish.com
*quantumbinaries.com,phishing,openphish.com
*quatangohha.com,phishing,openphish.com
*radiofunik.fr,phishing,openphish.com
*reallacharite.com,phishing,openphish.com
*reconblinds.co.in,phishing,openphish.com
*recovery-help-centre11022018.000webhostapp.com,phishing,openphish.com
*recovery-help-centre11032018.000webhostapp.com,phishing,openphish.com
*remont.vending.vsmilenko.com,phishing,openphish.com
*respro.softhofhosting.com,phishing,openphish.com
*resultresults007.000webhostapp.com,phishing,openphish.com
*retpmalmendsh.com,phishing,openphish.com
*rhpanguascamisetas.com,phishing,openphish.com
*rivercoveresidences.review,phishing,openphish.com
*rosariaproducciones.com,phishing,openphish.com
*rosebilisimbodrum.com,phishing,openphish.com
*rotoruacentralbackpackers.co.nz,phishing,openphish.com
*routineserver.000webhostapp.com,phishing,openphish.com
*samba100anosfilme.com.br,phishing,openphish.com
*scurevpntunel04.gdn,phishing,openphish.com
*seattletenniscouncil.org,phishing,openphish.com
*secure-capital.one.checking.accounts.insidmaldesign.com,phishing,openphish.com
*secur-pages-notification.gq,phishing,openphish.com
*seguroappbb.com,phishing,openphish.com
*selesho.co.za,phishing,openphish.com
*service-information.co.uk,phishing,openphish.com
*serviceswellness.com,phishing,openphish.com
*sicredisms-com-br.umbler.net,phishing,openphish.com
*singneett.info,phishing,openphish.com
*snsbank.nl.mijnsns.snelzelfregelen.be,phishing,openphish.com
*sportscity.com.bd,phishing,openphish.com
*spykemedia.go2cloud.org,phishing,openphish.com
*starbuyproperty.net,phishing,openphish.com
*starbuyrealestate.com,phishing,openphish.com
*stricker-europe.bid,phishing,openphish.com
*stroy-asfalt.com.ua,phishing,openphish.com
*sumpangantuk.com,phishing,openphish.com
*support-lnc.de,phishing,openphish.com
*support-team-staff.tk,phishing,openphish.com
*susanklamar.com,phishing,openphish.com
*tagdareharam6.tk,phishing,openphish.com
*tanglike.top,phishing,openphish.com
*taslimlillkahhar.altervista.org,phishing,openphish.com
*terassss.000webhostapp.com,phishing,openphish.com
*testanythingaa.com,phishing,openphish.com
*test-support122.ml,phishing,openphish.com
*texttalkservice.com,phishing,openphish.com
*teyanatayloronline.com,phishing,openphish.com
*thecheesecake.cafe,phishing,openphish.com
*thecrazylifeofcarmen.com,phishing,openphish.com
*theelmsindooroopilly.com.au,phishing,openphish.com
*thenaturejournal.ca,phishing,openphish.com
*thepixelate.co,phishing,openphish.com
*therealryanralph.com,phishing,openphish.com
*tokenins.xyz,phishing,openphish.com
*tolen.edu-gov2.kz,phishing,openphish.com
*trekwithcraig.com,phishing,openphish.com
*triztech.com.my,phishing,openphish.com
*uk606.directrouter.com,phishing,openphish.com
*ulenulen.000webhostapp.com,phishing,openphish.com
*ulovky20.tk,phishing,openphish.com
*ultragames.id,phishing,openphish.com
*umsebentienterprise.co.za,phishing,openphish.com
*unblock-service.000webhostapp.com,phishing,openphish.com
*unibanco-sa-30horas-app.com,phishing,openphish.com
*unitedagricare.com,phishing,openphish.com
*unternehmernetzwerk.de,phishing,openphish.com
*uomanhterax.org,phishing,openphish.com
*updated.rbktechnology.ie,phishing,openphish.com
*updatefbs-1lpu.at.ua,phishing,openphish.com
*userproplugin.com,phishing,openphish.com
*usigns.co.za,phishing,openphish.com
*vantasselworkshop.borsawallace2010.com,phishing,openphish.com
*veranstaltungen.lenggries.de,phishing,openphish.com
*waterfordpointedental.com,phishing,openphish.com
*waysofflineintroduction.my.droppages.com,phishing,openphish.com
*web.bank.of.america.my.wlogin.ab6aacgf40007dddc355a2cba7iuitt.mya.ple.25napplic2faccount.25napplic2faccountm.account.manage.wets.myaplenapplic2famyadddc355a2lognaklrye646d64gd64d6e4gd7erg.bitsta.tk,phishing,openphish.com
*webzona-segura1rbn.com,phishing,openphish.com
*well12.000webhostapp.com,phishing,openphish.com
*wells1.000webhostapp.com,phishing,openphish.com
*wellsfargo.com.4spective.com,phishing,openphish.com
*wellsfargonline.rumahweb.org,phishing,openphish.com
*yorlanproperty.com,phishing,openphish.com
*zabouromek.hol.es,phishing,openphish.com
*zack.ir,phishing,openphish.com
*zagrebstoreiz.cf,phishing,openphish.com
*zatowog.ga,phishing,openphish.com
*zidanemarble.myjino.ru,phishing,openphish.com
*zobixaz.tk,phishing,openphish.com
*zz166039.myjino.ru,phishing,openphish.com
*administracasa.com,emotet,private
*bardocaju.com.br,emotet,private
*chaorenxin.com,emotet,private
*naomiallisstone.co.uk,emotet,private
*naturalapproach.com.au,emotet,private
*ngocquymould.com,emotet,private
*pedokinetika.si,emotet,private
*speerperformance.com,emotet,private
*www.dom-na-vode.ru,emotet,private
*www.gelios.msk.ru,emotet,private
*www.hindijokesonline.co.in,emotet,private
*escsoual.com.br,emotet,private
*jonathanhaehn.com,emotet,private
*rotwl.lubelskie.pl,emotet,private
*talweg.com.br,emotet,private
*www.angliaprint.co.uk,emotet,private
*www.hypno-balance.at,emotet,private
*www.straight-up.ca,emotet,private
*www.topclubpalmas.com.br,emotet,private
*account-locked-service-information-update.com,phishing,private
*accountsbilling-resolve.com,phishing,private
*app2secure-accountsverify-webappid.com,phishing,private
*app-epicgamespaypl516667421.com,phishing,private
*appid-term-updates.com,phishing,private
*applegodone.com,phishing,private
*appleid-apple-verify.org,phishing,private
*appleid-localizador.com,phishing,private
*apps-accverifyppl51293.com,phishing,private
*appstore-confirmations-order123565.com,phishing,private
*avoided-payment.com,phishing,private
*bancanet24-evento.com,phishing,private
*bancanet24secure.com,phishing,private
*bankaciligi-halkbank.com,phishing,private
*billing-customer372.com,phishing,private
*br-miappidsintlsrvidmicuent.com,phishing,private
*cepteteb-basvuru.com,phishing,private
*ceptetebkampanyaonay.com,phishing,private
*com-accsid0890219manage-accnt.info,phishing,private
*com-accsidpypal73.com,phishing,private
*confirm-accessinfo.com,phishing,private
*confirmaccountnow.com,phishing,private
*confirmonline.online,phishing,private
*confrimyaccounts-webappid.com,phishing,private
*denizbank-bonus-islem.club,phishing,private
*denizbank-bonus-islem.site,phishing,private
*e-sube-promosyon.online,phishing,private
*facturaciondeservicioapple-id7956.com,phishing,private
*girisler-yapikredi.com,phishing,private
*halkbank-bireysel-sube.com,phishing,private
*halkbank-halkislemler.com,phishing,private
*halkbankmobilbasvuru.com,phishing,private
*halkbankparaf-para.com,phishing,private
*halkbank-parafparam.com,phishing,private
*halkbank-subebireysel.com,phishing,private
*halk-hizmetimiz.com,phishing,private
*halkkampanyagiris.com,phishing,private
*halkmobilsubemiz.com,phishing,private
*icloud-id.cloud,phishing,private
*instegramtakipcibayi.com,phishing,private
*iphone-icloud-id.info,phishing,private
*laststepofverivgamebox200.com,phishing,private
*loglnaccountatokenq7q9e7te9te7.com,phishing,private
*manage-review-safely-information.com,phishing,private
*mipagoservicio.com,phishing,private
*mlsuporte.online,phishing,private
*mobilhalksubem-tr.com,phishing,private
*myaccountsinvoiceactivity.com,phishing,private
*myapple-identity.com,phishing,private
*myethearrwallet.info,phishing,private
*myethearwallet.org,phishing,private
*netflix-pmt.com,phishing,private
*notif-confirm-invoice-j54h.info,phishing,private
*oncom-info.com,phishing,private
*page-verifysuspicious.com,phishing,private
*pypal-accsid9148210-mng9237.info,phishing,private
*re-account-business.com,phishing,private
*restart-hdtv-membership.com,phishing,private
*safety-summary.online,phishing,private
*scurevpntunel01.top,phishing,private
*scurevpntunel02.top,phishing,private
*scurevpntunel03.top,phishing,private
*scurevpntunel04.top,phishing,private
*secure-check-your-payment.com,phishing,private
*securesmyaccount-webappid.com,phishing,private
*security-apple.co.uk,phishing,private
*securitycheckpolice.com,phishing,private
*seguranca-bb-mobile.com,phishing,private
*seguros-brazil.online,phishing,private
*service-hmrc.co.uk,phishing,private
*service-moziklopa.info,phishing,private
*serviceprotction-orderedreciptssnootice.com,phishing,private
*servicess-ettingsaccountcancelationorders.com,phishing,private
*services-updateaccountinformation.com,phishing,private
*serviciomipago.com,phishing,private
*signin-authflow-inc.com,phishing,private
*srever-summary.com,phishing,private
*support-buscar-id.com,phishing,private
*tc-ziraattbank.com,phishing,private
*tr-ziraat155yilsubesi.com,phishing,private
*uk-netfilx-memberships.com,phishing,private
*update-informations-account.com,phishing,private
*update-videobigo.xyz,phishing,private
*verification-inc-pay.com,phishing,private
*wf-acctverification.com,phishing,private
*ziraatbankasi-giris.com,phishing,private
*ziraat-cepdebilgiyarismasi.com,phishing,private
*ziraat-internetsubeciligi.com,phishing,private
*ziraatkazandiriyorr.com,phishing,private
*ziraat-mobil-giris.com,phishing,private
*ziraattekampanya1.com,phishing,private
*adcpl-india.com,phishing,phishtank.com
*alongthelocals.com,phishing,phishtank.com
*ameli165.beget.tech,phishing,phishtank.com
*ameliuge.beget.tech,phishing,phishtank.com
*auditdelivery.000webhostapp.com,phishing,phishtank.com
*checkingdomerition.borec.cz,phishing,phishtank.com
*cristalinacasadapiscina.com.br,phishing,phishtank.com
*lplrangafrotas.com,phishing,phishtank.com
*secure.bzwbk.szybkie-platnosci.pl,phishing,phishtank.com
*serasaexperiacobranca.tk,phishing,phishtank.com
*travellingprofessor.com,phishing,phishtank.com
*a4uatro.com.br,phishing,spamhaus.org
*accounts.apple.securelink.auh1.com,phishing,spamhaus.org
*accounts-cp85.webprestashop.com,phishing,spamhaus.org
*acikdeniz-denizbanka.com,suspicious,spamhaus.org
*allezlelosc.com,phishing,spamhaus.org
*ameli-assurance-fr.verify.domaine.informatique.determine.infooacw.beget.tech,phishing,spamhaus.org
*apple-iforget.info,suspicious,spamhaus.org
*apple-support-ios.club,suspicious,spamhaus.org
*apple-verify-id.info,suspicious,spamhaus.org
*bank.wellsbankingsecurelogin.com,suspicious,spamhaus.org
*dc-06185340eedf.vinotecataste.com,phishing,spamhaus.org
*iforgotonlineapple.co.uk,suspicious,spamhaus.org
*imalaseko.win.co.tz,phishing,spamhaus.org
*internalmeldingenalerts.nl,phishing,spamhaus.org
*kingstorrent.com,suspicious,spamhaus.org
*krmowaretedc.com,suspicious,spamhaus.org
*lrstnname.net,suspicious,spamhaus.org
*maclearacuri.com,suspicious,spamhaus.org
*marikita.mengewe.com,phishing,spamhaus.org
*matjournal.com,phishing,spamhaus.org
*mendayungdayung.com,phishing,spamhaus.org
*nexi-login-aggiornamento-utente-online-app6.otzo.com,suspicious,spamhaus.org
*okuwtrkzhrotspyj.com,botnet,spamhaus.org
*pavpal.com-accsid0890219manage-accnt.info,phishing,spamhaus.org
*paypal-webapps.vertify-updated.com,phishing,spamhaus.org
*personhealth.net,suspicious,spamhaus.org
*pettracer.bid,suspicious,spamhaus.org
*piecehigh.net,suspicious,spamhaus.org
*pravinpanjiyar.com,phishing,spamhaus.org
*rb00yak2.beget.tech,phishing,spamhaus.org
*swisscarrds.net,phishing,spamhaus.org
*syshainc.com,phishing,spamhaus.org
*team-account-support.com,phishing,spamhaus.org
*torereach.net,suspicious,spamhaus.org
*ufxfjdvhcvmtrxkxksvaj.pw,botnet,spamhaus.org
*uwqubipwq.pw,botnet,spamhaus.org
*vinotecataste.com,phishing,spamhaus.org
*vlkfnctgwr.pw,botnet,spamhaus.org
*vweb05.nitrado.hosting,phishing,spamhaus.org
*zahlungsdaten-validierung-aktuell-de.gdn,phishing,spamhaus.org
*zahlungsdaten-validierung-sicherheit-de.gdn,phishing,spamhaus.org
*celsiuss.network,phishing,segasec.com
*celsius-ico.network,phishing,segasec.com
*aaps2018.com,phishing,openphish.com
*abin123123.000webhostapp.com,phishing,openphish.com
*accoun1q.beget.tech,phishing,openphish.com
*account1lmited.ga,phishing,openphish.com
*afanrezadollar.000webhostapp.com,phishing,openphish.com
*aktifity-your-acoount.000webhostapp.com,phishing,openphish.com
*a-la-fontaine.com,phishing,openphish.com
*amazon.de.newssend0.com,phishing,openphish.com
*ana-ero.bid,phishing,openphish.com
*apex.wecleanoklahoma.com,phishing,openphish.com
*arcwoofers.space,phishing,openphish.com
*arguileewine.com.br,phishing,openphish.com
*auamesummit.com,phishing,openphish.com
*bahria123.com,phishing,openphish.com
*capstoneresidencesug.com,phishing,openphish.com
*cardiologyupdatesymposium.com,phishing,openphish.com
*careergraphinternational.com,phishing,openphish.com
*cfsparts-particuliers.fr,phishing,openphish.com
*coachbernard.co.uk,phishing,openphish.com
*comandomud.com.ve,phishing,openphish.com
*conradcycles.me,phishing,openphish.com
*coopcentro.fin.ec,phishing,openphish.com
*correcoesb.sslblindado.com,phishing,openphish.com
*crmfiltros.com.br,phishing,openphish.com
*cspage2018.000webhostapp.com,phishing,openphish.com
*directory.retirementloft.com,phishing,openphish.com
*discover.haroldwheen.com.au,phishing,openphish.com
*domvelotta.000webhostapp.com,phishing,openphish.com
*drivewayrenewal.com,phishing,openphish.com
*dsignfurniture.com,phishing,openphish.com
*elitedigital2017.com,phishing,openphish.com
*ellinika-proionta.net,phishing,openphish.com
*embroidery.embroidery.embroidery.ebp-items-offer-now.com,phishing,openphish.com
*emergenciascomfye.com,phishing,openphish.com
*estsuelcon.com,phishing,openphish.com
*eu-maps.info,phishing,openphish.com
*facebook.activation.inactive-scure.com,phishing,openphish.com
*fb.darbo.uzrasai.lt,phishing,openphish.com
*felixmumo.co.ke,phishing,openphish.com
*fionabradley.com,phishing,openphish.com
*forumheritage.co.uk,phishing,openphish.com
*fumichal.000webhostapp.com,phishing,openphish.com
*gclavarino.000webhostapp.com,phishing,openphish.com
*gioficinakids.com.br,phishing,openphish.com
*greenhilldesign.com.au,phishing,openphish.com
*hodinovymanzeldoma.cz,phishing,openphish.com
*houstonprofessionalphotographer.com,phishing,openphish.com
*ib.nab.com.au.nabib-acc.ga,phishing,openphish.com
*ib.nab.com.au.nabib-verify.ga,phishing,openphish.com
*idmsa.gsx.recoverappkey12k0449r02f3402p339j00k903.driv-tv.com,phishing,openphish.com
*impogouv.chduraup.beget.tech,phishing,openphish.com
*jasonjarvis.com,phishing,openphish.com
*jayavanchacabs.com,phishing,openphish.com
*jeankov3.beget.tech,phishing,openphish.com
*jenniferdechant89.000webhostapp.com,phishing,openphish.com
*kuzovnoy78.ru,phishing,openphish.com
*l0gin-area.ml,phishing,openphish.com
*lakenonatech.org,phishing,openphish.com
*larosashop.bid,phishing,openphish.com
*lasvegasstripclubs.us,phishing,openphish.com
*lcp0rkyg-site.1tempurl.com,phishing,openphish.com
*lensaangkasa.com,phishing,openphish.com
*linksnip.com,phishing,openphish.com
*llaick.bid,phishing,openphish.com
*mamajigraphics.co.in,phishing,openphish.com
*marmineantine.mygamesonline.org,phishing,openphish.com
*masteeww.gq,phishing,openphish.com
*mustardtech.com,phishing,openphish.com
*mypatanjali.com,phishing,openphish.com
*nabmonline.com,phishing,openphish.com
*nahkansere.com,phishing,openphish.com
*natwestcustomerlogon.astronomiegitimi.net,phishing,openphish.com
*natwestcustomerlogon.livebetterforever.co.uk,phishing,openphish.com
*nexisicurezza.com,phishing,openphish.com
*nursewincoid.masterweb.id,phishing,openphish.com
*ocean-datasolutions.com,phishing,openphish.com
*o.web-pr8swork134.compact.view-scr.f-use-dbx.talrak.co.in,phishing,openphish.com
*pages-help-share.000webhostapp.com,phishing,openphish.com
*patenaudeassociates.com,phishing,openphish.com
*phastproperties.com.gh,phishing,openphish.com
*picklikingdemo.000webhostapp.com,phishing,openphish.com
*portalbbonline.ml,phishing,openphish.com
*portalclientebb.ml,phishing,openphish.com
*prosperoservers.pw,phishing,openphish.com
*rafaga7v.beget.tech,phishing,openphish.com
*ravintolamaisteri.fi,phishing,openphish.com
