domain,type,original_reference
*safety.microsoft.com.suhumf.bmpxj0hncrl4rhs8yvh9wuy.science,malware,spamhaus.org
*safety.microsoft.com.tnznen.wvnberhnzjzfwb6.science,malware,spamhaus.org
*safety.microsoft.com.trkra.8gpqxsms5mwm3tci.trade,suspicious,spamhaus.org
*safety.microsoft.com.twdhkfwdmde.hidmogi0ave58fqfuim.stream,malware,spamhaus.org
*safety.microsoft.com.tyxspyw.s77ztvafnz0tjk2svwazgno.stream,malware,spamhaus.org
*safety.microsoft.com.ujpiy.lvi0wos6emw0fhinnsjnaospw.bid,malware,spamhaus.org
*safety.microsoft.com.ungdcm.vh9iz5uauf4j0qrm9ojzg.science,malware,spamhaus.org
*safety.microsoft.com.uumbwaxvxs.eud1nlb92jia.stream,malware,spamhaus.org
*safety.microsoft.com.vdzbdzyjrax.0gdkrxee7qdb4y.review,malware,spamhaus.org
*safety.microsoft.com.vetnqpdfpke.jwfjzaprhrovazcrpgdelakma.trade,malware,spamhaus.org
*safety.microsoft.com.vgqlxy.cgjwgg7ykmypdcl6jq.trade,suspicious,spamhaus.org
*safety.microsoft.com.vhaamftyqle.hq25jfglqfchjlfq4xy.review,malware,spamhaus.org
*safety.microsoft.com.vihoyc.qww79z2wxzsn.bid,malware,spamhaus.org
*safety.microsoft.com.vjkdkgaah.notioydlgqa75s.review,malware,spamhaus.org
*safety.microsoft.com.vsxjvvsf.jihbqv4grqy65zyaqvmgwo1hq.bid,malware,spamhaus.org
*safety.microsoft.com.vtwlq.pldzqgggoaamryskdv4.download,malware,spamhaus.org
*safety.microsoft.com.wraasqbnl.e8fsosq5cikdcqi.science,suspicious,spamhaus.org
*safety.microsoft.com.wwjvpu.ukatm4d8vzegrm80kxq.bid,suspicious,spamhaus.org
*safety.microsoft.com.wwlwnxzl.ddsmdslxz7yw.trade,malware,spamhaus.org
*safety.microsoft.com.xbfgoqkxwfy.cjpv8xsxzbb6bqbu4q.download,malware,spamhaus.org
*safety.microsoft.com.xdfzbg.9a6wvfinrn9pdeaw5pe7wkag.trade,malware,spamhaus.org
*safety.microsoft.com.xighjwh.djm2trsp5yhdp87na.download,malware,spamhaus.org
*safety.microsoft.com.xmfyv.4yolnnz2xcwi2zaz.stream,suspicious,spamhaus.org
*safety.microsoft.com.xnwoh.1vpwdgsyhhdqhqs.trade,malware,spamhaus.org
*safety.microsoft.com.xnyfvalo.s65gkqrdxkea7ve.stream,malware,spamhaus.org
*safety.microsoft.com.xrhdpl.r9udntozlkvtbsczig.stream,malware,spamhaus.org
*safety.microsoft.com.xwvlxxlqz.6pj7kkof09qudccdpqth.science,malware,spamhaus.org
*safety.microsoft.com.yhxrvqwxft.ynq7lpoaclhwx1ri65rvya.review,malware,spamhaus.org
*safety.microsoft.com.ymkdzaax.nnhfnmegmwz1y2m82mcwig.review,malware,spamhaus.org
*safety.microsoft.com.yrqcixdf.2px39ubvllxppsbh.bid,malware,spamhaus.org
*safety.microsoft.com.yrywixr.anjyniqatkcdehiyblr369rgq.science,malware,spamhaus.org
*safety.microsoft.com.zdftlfmwmzf.moq1f2oyljqn2zy.science,malware,spamhaus.org
*safety.microsoft.com.zghdudddg.5rfnzytp5kt63ckrvsn3dck.review,malware,spamhaus.org
*safety.microsoft.com.zseeuxnofmo.hzermegncheehxlba.trade,malware,spamhaus.org
*safety.microsoft.com.zyhssqjcpdj.uuw0l8repa3b.stream,malware,spamhaus.org
*sewx87wlhvzqf1d2nlai0yi.science,malware,spamhaus.org
*sferhxbx2crx6915a.science,malware,spamhaus.org
*siztmelleuhm8olbyw.bid,suspicious,spamhaus.org
*sjjzhbefnztidlxipp37q.trade,malware,spamhaus.org
*sjmieq36gejaimkba.trade,malware,spamhaus.org
*sjywudokrzikmr0aike.review,suspicious,spamhaus.org
*skfae2buzfu6r9oejdyug2zi.bid,suspicious,spamhaus.org
*sn04rdvvwnsw4yal4vw4dyw.science,suspicious,spamhaus.org
*softwaresultan.com,malware,spamhaus.org
*sowlskuvlhgyfnudm1iwrq.science,suspicious,spamhaus.org
*starterpackproductions.ru,malware,spamhaus.org
*stqlxcn4z0vhjfjlcpcv3yiy9ly.download,suspicious,spamhaus.org
*stw5i8wuis6cdzqoa.science,suspicious,spamhaus.org
*styleadvisor.net,malware,spamhaus.org
*sunusa.in,malware,spamhaus.org
*support-info-online.com,suspicious,spamhaus.org
*sv3eitbdgijsubotq.bid,malware,spamhaus.org
*svc8ja4nsuaeir55d0ae7ud0cu.bid,malware,spamhaus.org
*swipudj4t9jyw3o.stream,malware,spamhaus.org
*sxh7f1rfkv5wimtmtckdrw.science,suspicious,spamhaus.org
*szgfduvop1ixu8.review,malware,spamhaus.org
*t3t0je3qiqqt03u.bid,suspicious,spamhaus.org
*t4kpodau1mllxysswvrjqzww.trade,suspicious,spamhaus.org
*t6iwofen4waq5q.bid,malware,spamhaus.org
*t6taqq1vap6.bid,suspicious,spamhaus.org
*tadn6u725ltkwavglq.download,suspicious,spamhaus.org
*tarati.se,malware,spamhaus.org
*tc2bq7mvskujmw1b04qfjw.review,malware,spamhaus.org
*telecomblogs.in,malware,spamhaus.org
*thbbkdbbw3bj3yzwuvzsrak.bid,suspicious,spamhaus.org
*thejutefibersbd.com,malware,spamhaus.org
*ti0tvpvn5wbe2jy9.bid,malware,spamhaus.org
*tqb2oxx3cj7kezucgdu.science,suspicious,spamhaus.org
*tqljgkj7qkg69nttemuegf0.review,malware,spamhaus.org
*tqwe651qweqweqw.com,malware,spamhaus.org
*track-lost-device.co.za,malware,spamhaus.org
*trw8rhwwni33t3j1q.download,suspicious,spamhaus.org
*trxdenciuylbbydgfa.bid,malware,spamhaus.org
*tubtaly8bwpgge.trade,malware,spamhaus.org
*tukpoqtye2p2pr04lqibpny.bid,malware,spamhaus.org
*tv0toayrcchkfq.bid,suspicious,spamhaus.org
*tvjjwqsrkvhjy15ehnltx3m.trade,suspicious,spamhaus.org
*u4vf9amd0irgpu3rfq.stream,malware,spamhaus.org
*u8akdd5e9r5upa.stream,suspicious,spamhaus.org
*u8jxhglt2csdqqo.stream,malware,spamhaus.org
*u8uaecfqepkrumjxtizzcg.download,suspicious,spamhaus.org
*ublxrvlmfctrq4viq.stream,suspicious,spamhaus.org
*ue8busngdruy.bid,suspicious,spamhaus.org
*ufuzy3xalkx1fddhxiaink7w.review,malware,spamhaus.org
*uinrms9lcpwzbh6yrq.science,malware,spamhaus.org
*ukatm4d8vzegrm80kxq.bid,suspicious,spamhaus.org
*ulhldehvcaq9qnbjheszvsfje.science,suspicious,spamhaus.org
*ulvj8aeryo99mcjizrlagao.trade,malware,spamhaus.org
*updplhzaag1rc8wlbycuca.download,suspicious,spamhaus.org
*uq9zmgzn1fh15jebuhyjta.review,suspicious,spamhaus.org
*urddiryzfx8uxt3d.science,malware,spamhaus.org
*uuqffecx2gk3gopwrocvz6ba.stream,suspicious,spamhaus.org
*uuw0l8repa3b.stream,malware,spamhaus.org
*uvouqyoirclpotc7s1bk1cmig4.review,suspicious,spamhaus.org
*uzhcrrwfydiy62edla.review,suspicious,spamhaus.org
*v17pdpe0iamqgxzr4pxxha.download,malware,spamhaus.org
*v1rbigqjxn8ixfbcs.review,malware,spamhaus.org
*v58xwkqryxp3yxwsss4k.science,suspicious,spamhaus.org
*v5xx5ocykqbf.trade,suspicious,spamhaus.org
*vepxaxtqri8ayho.trade,suspicious,spamhaus.org
*verprkz2htfiq.trade,suspicious,spamhaus.org
*vevugginvtju8g.science,suspicious,spamhaus.org
*vgunfzwzkmlugg.download,suspicious,spamhaus.org
*vh9iz5uauf4j0qrm9ojzg.science,malware,spamhaus.org
*vig0u4hw5jrr1qorz7e.bid,suspicious,spamhaus.org
*vilyyj7hzbgb24y4te.science,suspicious,spamhaus.org
*vjfthzpg2m0p7pbavhwtdki.download,malware,spamhaus.org
*vjj1pksobmhuvmeawgzkywj9ozm.trade,suspicious,spamhaus.org
*vk5kqc8a8bqffeguw.science,malware,spamhaus.org
*vo6vxeea2ovzuyo.review,malware,spamhaus.org
*voz1ego36zqqtq.stream,suspicious,spamhaus.org
*vquf4tcdpt22px9l2jqqq.science,suspicious,spamhaus.org
*vqxzysmhsvloijm12fsuswlu.download,suspicious,spamhaus.org
*vsn8uhousbs8zcu2aaxeitx2a.stream,malware,spamhaus.org
*vuqcql9sjqgxhjcuhw.trade,suspicious,spamhaus.org
*vzoxq97oyvwuvg8u5jmotokpf0.download,suspicious,spamhaus.org
*w09inr8kuglfkw.stream,malware,spamhaus.org
*w6gvmzycsigrdhbezny3awdf.review,malware,spamhaus.org
*w8thcykwz8ydssliuvs.trade,suspicious,spamhaus.org
*warszowka.pl,malware,spamhaus.org
*wcqtwhtdeyj.download,suspicious,spamhaus.org
*wd4rdtazsvhrna2q.trade,malware,spamhaus.org
*wdc2sf1sgonsel5lyjmc.bid,malware,spamhaus.org
*wdryafngiajjsm.science,malware,spamhaus.org
*wfwh3mmwnuqp6lsymwhr70.review,suspicious,spamhaus.org
*wifemoon.net,botnet,spamhaus.org
*wkrruilsvmmvqo.science,suspicious,spamhaus.org
*wpzljhndz4xp4vogict6.bid,malware,spamhaus.org
*wsqrylku0ztgwhkg.trade,suspicious,spamhaus.org
*wt4d4te0ajoomy4.download,suspicious,spamhaus.org
*wtnbpblzj9xyzjabtwgl.bid,suspicious,spamhaus.org
*wvps0vbply99hm1tdz8.bid,suspicious,spamhaus.org
*wwfggwab4f1u.trade,suspicious,spamhaus.org
*wymh2tmzlegmetqtw.download,malware,spamhaus.org
*x1cuw5utg5a2oq5inkgxsncx08o.bid,suspicious,spamhaus.org
*x8tobjwvwxsvdqyljoc.download,malware,spamhaus.org
*x9vapmn7sjbkvdd7lt92nq.bid,malware,spamhaus.org
*xddqkwma6zrjnf2omg.science,suspicious,spamhaus.org
*xikxnojieeknynutyz.science,malware,spamhaus.org
*xk3pwc98ij8ziczmzh5x6ueeo.review,malware,spamhaus.org
*xo3fhvm5lcvzy92q.download,malware,spamhaus.org
*xq4uly5tht7ccvl6vdh4.review,malware,spamhaus.org
*xrebzzbra18getm.science,suspicious,spamhaus.org
*xslhnbav9kci9tm2fa55vc659m.trade,malware,spamhaus.org
*xv5yw6t1ofaqnqsqw.stream,malware,spamhaus.org
*xwby5spxkkhc0e3nhrc7.stream,malware,spamhaus.org
*y4vjgxvvrzvaed4fruraza.trade,malware,spamhaus.org
*y6vyokx7nhlbowv1hr.science,suspicious,spamhaus.org
*ya0tlcxu3t5h8kpdlpvq.stream,malware,spamhaus.org
*yboesrdsz4uymkan3su.download,suspicious,spamhaus.org
*ydlgranpkhjxwwdjpqad.bid,suspicious,spamhaus.org
*yfznbnnwb87vvvpe.review,malware,spamhaus.org
*ygjhg5ttyz5qaw.review,malware,spamhaus.org
*yiygehqhf6p5jjs2.review,malware,spamhaus.org
*yn4uq0h5f9vfpg.science,malware,spamhaus.org
*yny467f0uzb8bo.science,malware,spamhaus.org
*younqone.com,suspicious,spamhaus.org
*yu99fmkeyw35nzvflj2xqk8.review,suspicious,spamhaus.org
*yyidaxb2frb2bqzwpx58ua.download,suspicious,spamhaus.org
*yz3nlqybdzvxqay.science,suspicious,spamhaus.org
*yzn4n91crlxzolm88aceto.download,malware,spamhaus.org
*z0jmktahbceguugz3z81thqeni.bid,suspicious,spamhaus.org
*z5jeizeu6sq7denqxhbj6mpefw.download,malware,spamhaus.org
*z8hg3brcm0ce0ls.bid,malware,spamhaus.org
*z9lhxlia9bpe.science,suspicious,spamhaus.org
*zdldzfssa2l.bid,suspicious,spamhaus.org
*zffai2dm5vrezrlf8iw.review,malware,spamhaus.org
*zgcdq0qyixh7qga.review,malware,spamhaus.org
*zi1tjdmyw2zkqk8hpmbvkq.bid,malware,spamhaus.org
*zklrurgbhbhfb.stream,malware,spamhaus.org
*zkwhm88dcmhu.review,malware,spamhaus.org
*zlcuqhvqakvglqqzamckhbfcab8.download,suspicious,spamhaus.org
*zpc3mnpmr4rwnpiqoyanyrib.review,suspicious,spamhaus.org
*ztadoyxzzx6oxws.bid,suspicious,spamhaus.org
*zu017vl8fr3vwlf.stream,malware,spamhaus.org
*zvbotw96uflyag.bid,malware,spamhaus.org
*zwrfz6ovzdgn4k3ra.stream,malware,spamhaus.org
*fmcapitals.com,scam,private
*all-option.com,scam,private
*global200.com,scam,private
*ameli-newsasure-maladie.000webhostapp.com,phishing,openphish.com
*atendimentocontato-clientes.com,phishing,openphish.com
*attachygroup.ga,phishing,openphish.com
*b24-4rqp95.bitrix24.com,phishing,openphish.com
*caisseparticulier.com,phishing,openphish.com
*casseepargne.com,phishing,openphish.com
*cbsintervention.com,phishing,openphish.com
*checklimitaccount.ga,phishing,openphish.com
*cmdealernet.com,phishing,openphish.com
*darfocervera.it,phishing,openphish.com
*diabetes-free.life,phishing,openphish.com
*hishenk.com.au,phishing,openphish.com
*hospizstuhr.de,phishing,openphish.com
*hudetprosto.com,phishing,openphish.com
*joshtong.net,phishing,openphish.com
*jowiltravels.com,phishing,openphish.com
*kimudesign.com,phishing,openphish.com
*kosomkhaled.net,phishing,openphish.com
*lcaissedepargne.com,phishing,openphish.com
*leadingedgewatertechnologies.com,phishing,openphish.com
*learning.worldjumprope.org,phishing,openphish.com
*leverdistribuidora.com.br,phishing,openphish.com
*lifefantastic.ml,phishing,openphish.com
*liiaannwhite.com,phishing,openphish.com
*limitedheld.ml,phishing,openphish.com
*linaxus.cf,phishing,openphish.com
*logisticheld.tk,phishing,openphish.com
*lumbungmadani.com,phishing,openphish.com
*macaisseepargne.com,phishing,openphish.com
*mecoumikanes.tk,phishing,openphish.com
*mirmetalla.by,phishing,openphish.com
*montchounes.ml,phishing,openphish.com
*morgus-inv.com,phishing,openphish.com
*pacificbands.org,phishing,openphish.com
*papoieiuy.org,phishing,openphish.com
*parkplaceprojects.com,phishing,openphish.com
*partnersbrain.org,phishing,openphish.com
*pinoeg.xyz,phishing,openphish.com
*problemseqo.com,phishing,openphish.com
*qeerrtiot.com,phishing,openphish.com
*radioali.com,phishing,openphish.com
*restoreinfo-unlockmyaccount-info.com,phishing,openphish.com
*robynmaguire.com.au,phishing,openphish.com
*rodygenero.club,phishing,openphish.com
*rttratores.com.br,phishing,openphish.com
*rupanic.webescuela.cl,phishing,openphish.com
*sandystone.com,phishing,openphish.com
*secure.bankofamerica.com.update.connect.login.ostora.com.sa,phishing,openphish.com
*serverupdateonlineserver.co.za,phishing,openphish.com
*streetartkustoms.com,phishing,openphish.com
*support88.webredirect.org,phishing,openphish.com
*swantasmith11.org,phishing,openphish.com
*thomasereyitomi.com,phishing,openphish.com
*tiffany-homes.com,phishing,openphish.com
*timperrpro.com,phishing,openphish.com
*toonaroona.com,phishing,openphish.com
*triligenergy.com,phishing,openphish.com
*tyrecycle.com.au,phishing,openphish.com
*unassimilated-drips.000webhostapp.com,phishing,openphish.com
*updateacc-information.cf,phishing,openphish.com
*vivastreetaccount.eu,phishing,openphish.com
*vkanime1.000webhostapp.com,phishing,openphish.com
*warnawira.com,phishing,openphish.com
*websitepage2018.000webhostapp.com,phishing,openphish.com
*williamswexlerphotography.net,phishing,openphish.com
*yogitel.com.au,phishing,openphish.com
*yulianadian.com,phishing,openphish.com
*1ibpz7namvc8194z9hkj37ali.designmysite.pro,phishing,phishtank.com
*americanas.direto.cliente.cadastronovo.ml,phishing,phishtank.com
*bcpzonasegura-viabcp-com.cf,phishing,phishtank.com
*cihangcapital.com,phishing,phishtank.com
*daswandguptsewa.com,phishing,phishtank.com
*dffgfyuityirtueriytoui.000webhostapp.com,phishing,phishtank.com
*earthliest-decorati.000webhostapp.com,phishing,phishtank.com
*kanlayanee.ac.th,phishing,phishtank.com
*sicredi2.com,phishing,phishtank.com
*usnujqkjzzu.netflix004.otzo.com,phishing,phishtank.com
*aloneglossary.net,botnet,spamhaus.org
*clara-wintertag.de,malware,spamhaus.org
*classicink.biz,malware,spamhaus.org
*clientsupport-mitglied-pp.net,phishing,spamhaus.org
*dauwmedia.nl,malware,spamhaus.org
*deitmer.info,malware,spamhaus.org
*delamargm.cl,malware,spamhaus.org
*eastfootball.co.uk,malware,spamhaus.org
*einstellung-payp-auskunft.net,phishing,spamhaus.org
*front.postmaster.services,botnet,spamhaus.org
*fullanimals.cl,malware,spamhaus.org
*hermesfortune.com,malware,spamhaus.org
*hof-sommerberg.de,malware,spamhaus.org
*ilorcisoft.com,malware,spamhaus.org
*iphonest.top,phishing,spamhaus.org
*kaspersky-security.com,malware,spamhaus.org
*kundenlogin-pp-myweb.net,phishing,spamhaus.org
*lehrspiele.de,malware,spamhaus.org
*lifelineoutreach.com,malware,spamhaus.org
*locolocass.net,malware,spamhaus.org
*longridgeclayshooting.co.uk,malware,spamhaus.org
*mackleyn.com,malware,spamhaus.org
*manipletins.press,suspicious,spamhaus.org
*marcopardini.com,malware,spamhaus.org
*mario-plata.de,malware,spamhaus.org
*meisterbetrieb2006.de,malware,spamhaus.org
*meta-designs.com,malware,spamhaus.org
*mobilizr.com,malware,spamhaus.org
*multitrend.yt,malware,spamhaus.org
*muybn.com,malware,spamhaus.org
*netcozumler.net,malware,spamhaus.org
*nincom.nl,malware,spamhaus.org
*pensjonat-domino.pl,malware,spamhaus.org
*pfionline.com,malware,spamhaus.org
*phikaniklayar.com,suspicious,spamhaus.org
*platinumfilms.co.uk,malware,spamhaus.org
*promoagency.sk,malware,spamhaus.org
*puchovsky.sk,malware,spamhaus.org
*schutzdetails-sicherheitsservice-pay.net,phishing,spamhaus.org
*theonetruematt.com,malware,spamhaus.org
*utorrenthd.net,suspicious,spamhaus.org
*way2forget.net,suspicious,spamhaus.org
*ziamarqueehire.co.uk,phishing,spamhaus.org
*405pergolas.com,phishing,openphish.com
*aawesomename.xyz,phishing,openphish.com
*ali-moghadam.ir,phishing,openphish.com
*anewbeginningmonterey.com,phishing,openphish.com
*assurance-maladie-ameli.webstarterz.com,phishing,openphish.com
*ayudastecnicas.com,phishing,openphish.com
*bofamerica-supportcheck.tk,phishing,openphish.com
*couturebridaldesignsltd.co.uk,phishing,openphish.com
*devineindustrial.com,phishing,openphish.com
*dezorgkantelaar.nl,phishing,openphish.com
*hosteljugad.com,phishing,openphish.com
*industrialesmaroga.es,phishing,openphish.com
*kencooper55.5gbfree.com,phishing,openphish.com
*klmaotte.xyz,phishing,openphish.com
*kmetija-ploder.com,phishing,openphish.com
*ngpmarketinggroup.com,phishing,openphish.com
*nildoviana.com,phishing,openphish.com
*nimtzdesigngroup.com,phishing,openphish.com
*officeyoga.info,phishing,openphish.com
*okmir-str.ru,phishing,openphish.com
*olivetdesign.com.au,phishing,openphish.com
*owuwokosegbe.5gbfree.com,phishing,openphish.com
*parentingandfamilymatters.com,phishing,openphish.com
*prinstoneds.com,phishing,openphish.com
*radioramamexicali.com,phishing,openphish.com
*realalebrewing.com,phishing,openphish.com
*recimmobilier.fr,phishing,openphish.com
*ref-applieid.com,phishing,openphish.com
*robert.ingl.in,phishing,openphish.com
*shafubasu.com,phishing,openphish.com
*webanjo.com.br,phishing,openphish.com
*webphone.bellaliant.net,phishing,openphish.com
*webupdayet3939.com,phishing,openphish.com
*westonspharmacy.co.ke,phishing,openphish.com
*workhelpievf6.club,phishing,openphish.com
*wrosttaygb.5gbfree.com,phishing,openphish.com
*zeichenbuero-allmer.at,phishing,openphish.com
*cartaobndes.gov.br.ce28754.tmweb.ru,phishing,phishtank.com
*correvelpanama.com,phishing,phishtank.com
*emprestimo-negativado-online.epizy.com,phishing,phishtank.com
*gurudeveng.com,phishing,phishtank.com
*helprecoveryfb.ga,phishing,phishtank.com
*international-medical-recruitment.co.nz,phishing,phishtank.com
*ksdinspirations.co.za,phishing,phishtank.com
*mobilebox1212.godaddysites.com,phishing,phishtank.com
*ngrathirealty.com,phishing,phishtank.com
*onlineichkso.co.vu,phishing,phishtank.com
*orange181.godaddysites.com,phishing,phishtank.com
*promocoesmaio.com,phishing,phishtank.com
*purchaseorder.radioramamexicali.com,phishing,phishtank.com
*qrsuporte.com.br,phishing,phishtank.com
*2017cancel-stopactionnow.info,malware,spamhaus.org
*acikdeniz-tr-denizbank.com,suspicious,spamhaus.org
*acikdeniztrsube.com,suspicious,spamhaus.org
*activate-your-account8dfg48df47g8df4.apple6hp.beget.tech,suspicious,spamhaus.org
*denizbank-mobilbankacilik.com,suspicious,spamhaus.org
*dhycazbjhewd.com,suspicious,spamhaus.org
*eleletieleleparthard.cf,suspicious,spamhaus.org
*esrconstruction.myjino.ru,suspicious,spamhaus.org
*facebook-personvern.com,suspicious,spamhaus.org
*fjellsveien.ml,phishing,spamhaus.org
*frbdental.com,malware,spamhaus.org
*ganafine.5gbfree.com,malware,spamhaus.org
*garanti-bireysel-islem.com,suspicious,spamhaus.org
*kiartbordados.com.br,malware,spamhaus.org
*kobagroup.co.id,malware,spamhaus.org
*ktxpxdqqgpcf.ga,botnet,spamhaus.org
*logwoodonline.com,malware,spamhaus.org
*manuel-zeidler.eu,malware,spamhaus.org
*mirusstaffing.com,malware,spamhaus.org
*mmrj.entadsl.com,malware,spamhaus.org
*mpmfqdmkvveo.support,botnet,spamhaus.org
*mswxtlhqor.com,suspicious,spamhaus.org
*myertherwelletr.com,suspicious,spamhaus.org
*myetherwalleti.org,suspicious,spamhaus.org
*ncpll1392.ir,malware,spamhaus.org
*necessary-service.info,suspicious,spamhaus.org
*paisabazaar.com,suspicious,spamhaus.org
*paxful-logins.com,suspicious,spamhaus.org
*paypal.com.ma.cgi.bin.webscr.cmd.flow.session.ok-dui.com,phishing,spamhaus.org
*paypal-infoupdate.xyz,phishing,spamhaus.org
*pommern-info.de,malware,spamhaus.org
*positivebusinessimages.com,malware,spamhaus.org
*raffaelli.com.br,malware,spamhaus.org
*rdnetworkdesign.co.uk,malware,spamhaus.org
*reconfirmationaccesscustomers.com,phishing,spamhaus.org
*renatocal.com,malware,spamhaus.org
*resolve-disputepaymentspaypal-invoicereceiptfromwindscribe.com,phishing,spamhaus.org
*setting505.hol.es,phishing,spamhaus.org
*stoneville.bfb.asn.au,phishing,spamhaus.org
*sumarry-subscriptions-locked.com,phishing,spamhaus.org
*systemsenragdll23.in,botnet,spamhaus.org
*versicherungsvermittlung.de,malware,spamhaus.org
*webappsrequired-accrenew22125122.com,suspicious,spamhaus.org
*yapi-dijital-islemler.com,suspicious,spamhaus.org
*yapikredi-bireyselislem.com,suspicious,spamhaus.org
*ziraatislemleri.net,suspicious,spamhaus.org
*akustycznaradiostacja.pl,phishing,openphish.com
*alfredsonsir.ga,phishing,openphish.com
*alfredsonsir.ml,phishing,openphish.com
*ampofobrothers.com,phishing,openphish.com
*arkimpactindia.com,phishing,openphish.com
*armaninofoods.com,phishing,openphish.com
*azebony.cu.ma,phishing,openphish.com
*bennisson.com,phishing,openphish.com
*bmeintjesattorneys.co.za,phishing,openphish.com
*canalsidesweater.com,phishing,openphish.com
*carmichaelroofinginc.com,phishing,openphish.com
*etchartisan.com.au,phishing,openphish.com
*gilbertjpg.myjino.ru,phishing,openphish.com
*grandhyattbahamar.org,phishing,openphish.com
*haggardandhalloo.com,phishing,openphish.com
*lesfoliesdelafilleframboise.com,phishing,openphish.com
*loginsbobetclick.com,phishing,openphish.com
*lucillerodg.club,phishing,openphish.com
*masterseedtechnologyltd.com,phishing,openphish.com
*redirect.gateway-ppal.com.edwardyockman.com,phishing,openphish.com
*reviewrecovery.ml,phishing,openphish.com
*secure-control.info,phishing,openphish.com
*shopdasbicicletas.com,phishing,openphish.com
*synthetics4semis.com,phishing,openphish.com
*thitruong-batdongsan.info,phishing,openphish.com
*tintaemas.co.id,phishing,openphish.com
*viaggi-club.ru,phishing,openphish.com
*visitbolton.com,phishing,openphish.com
*0wa2018webportalupdate.editor.multiscreensite.com,phishing,phishtank.com
*abpmanpower.com,phishing,phishtank.com
*assure-ameli-remboursement.info,phishing,phishtank.com
*bicpzonasegura-viabcp.cf,phishing,phishtank.com
*cartetitolari.montepaschi.online,phishing,phishtank.com
*casastorcidaliquida.com,phishing,phishtank.com
*maxxstudiosalonspa.com,phishing,phishtank.com
*montepaschisiena-login.com,phishing,phishtank.com
